Gene name	Gene ID	Transcript ID	CCDS ID	APPRIS Annotation	MANE
FCRL1	115350	NM_052938.5	CCDS1170.1	PRINCIPAL:4	MANE Select
ITLN1	55600	NM_017625.3	CCDS1211.1	PRINCIPAL:1	MANE Select
S100A9	6280	NM_002965.4	CCDS1036.1	PRINCIPAL:1	MANE Select
CNR2	1269	NM_001841.3	CCDS245.1	PRINCIPAL:1	MANE Select
SLC27A3	11000	NM_024330.4	CCDS1053.2	PRINCIPAL:1	MANE Select
RPS8	6202	NM_001012.2	CCDS513.1	PRINCIPAL:1	MANE Select
PIFO	128344	NM_181643.6	CCDS833.1	PRINCIPAL:2	MANE Select
TMEM200B	399474	NM_001003682.4	CCDS30658.1	PRINCIPAL:1	MANE Select
AXDND1	126859	NM_144696.6	CCDS30948.1	PRINCIPAL:2	MANE Select
ELK4	2005	NM_001973.4	CCDS1456.1	PRINCIPAL:1	MANE Select
OR2T6	254879	NM_001005471.2	CCDS31114.1	PRINCIPAL:1	MANE Select
ZMYM1	79830	NM_024772.5	CCDS41302.1	PRINCIPAL:2	MANE Select
PRAMEF33	645382	NM_001291381.1	CCDS85928.1	PRINCIPAL:1	MANE Select
FAM72A	729533	NM_001123168.3	CCDS73016.1	PRINCIPAL:1	MANE Select
PLEKHO1	51177	NM_016274.6	CCDS945.1	PRINCIPAL:1	MANE Select
WDR77	79084	NM_024102.4	CCDS835.1	PRINCIPAL:2	MANE Select
SRARP	149563	NM_178840.4	CCDS166.1	PRINCIPAL:1	MANE Select
SV2A	9900	NM_014849.5	CCDS940.1	PRINCIPAL:1	MANE Select
GIPC2	54810	NM_017655.6	CCDS685.1	PRINCIPAL:1	MANE Select
FH	2271	NM_000143.4	CCDS1617.1	PRINCIPAL:1	MANE Select
ZNF281	23528	NM_001281293.2	CCDS1402.1	PRINCIPAL:2	MANE Select
TMEM51	55092	NM_001136218.2	CCDS154.1	PRINCIPAL:1	MANE Select
TEX50	730159	NM_001195190.3	CCDS81405.1	PRINCIPAL:1	MANE Select
SCNM1	79005	NM_024041.4	CCDS987.1	PRINCIPAL:1	MANE Select
GBA	2629	NM_000157.4	CCDS1102.1	PRINCIPAL:1	MANE Select
SCAMP3	10067	NM_005698.4	CCDS1105.1	PRINCIPAL:1	MANE Select
SFT2D2	375035	NM_199344.3	CCDS1271.1	PRINCIPAL:1	MANE Select
SEC16B	89866	NM_033127.4	CCDS44281.1	PRINCIPAL:2	MANE Select
STPG1	90529	NM_001199013.2	CCDS55581.1	PRINCIPAL:1	MANE Select
GNG5	2787	NM_005274.3	CCDS696.1	PRINCIPAL:1	MANE Select
PCP4L1	654790	NM_001102566.2	CCDS53412.1	PRINCIPAL:1	MANE Select
AK4	205	NM_013410.4	CCDS629.1	PRINCIPAL:1	MANE Select
CFAP107	93190	NM_152290.4	CCDS147.1	PRINCIPAL:1	MANE Select
YBX1	4904	NM_004559.5	CCDS470.1	PRINCIPAL:1	MANE Select
CYP2J2	1573	NM_000775.4	CCDS613.1	PRINCIPAL:1	MANE Select
C4BPA	722	NM_000715.4	CCDS1477.1	PRINCIPAL:1	MANE Select
OR2AK2	391191	NM_001004491.2	CCDS31102.1	PRINCIPAL:1	MANE Select
LMNA	4000	NM_170707.4	CCDS1129.1	PRINCIPAL:1	MANE Select
MTR	4548	NM_000254.3	CCDS1614.1	PRINCIPAL:2	MANE Select
REG4	83998	NM_032044.4	CCDS906.1	PRINCIPAL:1	MANE Select
SYDE2	84144	NM_032184.2	CCDS44169.1	PRINCIPAL:2	MANE Select
LRRC52	440699	NM_001005214.4	CCDS30930.1	PRINCIPAL:1	MANE Select
RGS16	6004	NM_002928.4	CCDS1348.1	PRINCIPAL:2	MANE Select
CTH	1491	NM_001902.6	CCDS650.1	PRINCIPAL:1	MANE Select
OR2L5	81466	NM_001258284.2	CCDS58068.1	PRINCIPAL:1	MANE Select
NCF2	4688	NM_000433.4	CCDS1356.1	PRINCIPAL:1	MANE Select
GJB5	2709	NM_005268.4	CCDS382.1	PRINCIPAL:1	MANE Select
ETV3L	440695	NM_001004341.2	CCDS30893.1	PRINCIPAL:1	MANE Select
CSRP1	1465	NM_004078.3	CCDS1413.1	PRINCIPAL:1	MANE Select
FAM131C	348487	NM_182623.3	CCDS41270.1	PRINCIPAL:1	MANE Select
UROD	7389	NM_000374.5	CCDS518.1	PRINCIPAL:1	MANE Select
PIGM	93183	NM_145167.3	CCDS1192.1	PRINCIPAL:1	MANE Select
ID3	3399	NM_002167.5	CCDS237.1	PRINCIPAL:1	MANE Select
SYT2	127833	NM_177402.5	CCDS1427.1	PRINCIPAL:4	MANE Select
CDCP2	200008	NM_001353655.3	CCDS85977.1	PRINCIPAL:1	MANE Select
LEMD1	93273	NM_001199050.2	CCDS55679.1	PRINCIPAL:4	MANE Select
FLG	2312	NM_002016.2	CCDS30860.1	PRINCIPAL:1	MANE Select
MCL1	4170	NM_021960.5	CCDS957.1	PRINCIPAL:1	MANE Select
GJC2	57165	NM_020435.4	CCDS1569.1	PRINCIPAL:1	MANE Select
KIRREL1	55243	NM_018240.7	CCDS1172.2	PRINCIPAL:1	MANE Select
TTC22	55001	NM_001114108.2	CCDS44152.1	PRINCIPAL:1	MANE Select
AMPD1	270	NM_000036.3	CCDS876.2	PRINCIPAL:4	MANE Select
RNF187	149603	NM_001010858.3	CCDS76271.1	PRINCIPAL:1	MANE Select
TNFRSF18	8784	NM_004195.3	CCDS10.1	PRINCIPAL:4	MANE Select
HTR6	3362	NM_000871.3	CCDS197.1	PRINCIPAL:1	MANE Select
C1orf146	388649	NM_001012425.2	CCDS30772.1	PRINCIPAL:1	MANE Select
THAP3	90326	NM_001195753.2	CCDS55572.1	PRINCIPAL:4	MANE Select
DNAI3	126820	NM_145172.5	CCDS702.1	PRINCIPAL:2	MANE Select
CPLANE2	79363	NM_030907.4	CCDS171.1	PRINCIPAL:1	MANE Select
OR2T27	403239	NM_001001824.2	CCDS31124.1	PRINCIPAL:1	MANE Select
HEYL	26508	NM_014571.4	CCDS439.1	PRINCIPAL:1	MANE Select
C1orf50	79078	NM_024097.4	CCDS473.1	PRINCIPAL:1	MANE Select
RSPO1	284654	NM_001242908.2	CCDS41304.1	PRINCIPAL:1	MANE Select
TINAGL1	64129	NM_022164.3	CCDS343.1	PRINCIPAL:1	MANE Select
TNFRSF4	7293	NM_003327.4	CCDS11.1	PRINCIPAL:1	MANE Select
RGS1	5996	NM_002922.4	CCDS1375.2	PRINCIPAL:1	MANE Select
MIIP	60672	NM_021933.4	CCDS143.1	PRINCIPAL:1	MANE Select
BATF3	55509	NM_018664.3	CCDS1508.1	PRINCIPAL:1	MANE Select
COL8A2	1296	NM_005202.4	CCDS403.1	PRINCIPAL:2	MANE Select
ALX3	257	NM_006492.3	CCDS819.1	PRINCIPAL:1	MANE Select
SLC30A7	148867	NM_133496.5	CCDS776.1	PRINCIPAL:1	MANE Select
GPR89B	51463	NM_016334.5	CCDS930.1	PRINCIPAL:1	MANE Select
DNM3	26052	NM_015569.5	CCDS53431.1	PRINCIPAL:4	MANE Select
SLC35A3	23443	NM_012243.3	CCDS762.1	PRINCIPAL:1	MANE Select
DNAH14	127602	NM_001367479.1	-	PRINCIPAL:4	MANE Select
RPL22	6146	NM_000983.4	CCDS58.1	PRINCIPAL:1	MANE Select
SLC30A2	7780	NM_001004434.3	CCDS30644.1	PRINCIPAL:1	MANE Select
HCRTR1	3061	NM_001525.3	CCDS344.1	PRINCIPAL:1	MANE Select
KTI12	112970	NM_138417.3	CCDS562.1	PRINCIPAL:1	MANE Select
SLC50A1	55974	NM_018845.4	CCDS1093.1	PRINCIPAL:1	MANE Select
TRIM63	84676	NM_032588.4	CCDS273.1	PRINCIPAL:1	MANE Select
FHL3	2275	NM_004468.5	CCDS30678.1	PRINCIPAL:1	MANE Select
ADAMTS4	9507	NM_005099.6	CCDS1223.1	PRINCIPAL:1	MANE Select
ZNF124	7678	NM_001297568.2	CCDS73057.1	PRINCIPAL:2	MANE Select
H3-7	440686	NM_001372105.2	-	PRINCIPAL:1	MANE Select
SLC35E2B	728661	NM_001290264.2	CCDS44041.1	PRINCIPAL:1	MANE Select
DHX9	1660	NM_001357.5	CCDS41444.1	PRINCIPAL:1	MANE Select
CCDC27	148870	NM_152492.3	CCDS50.1	PRINCIPAL:1	MANE Select
SLFNL1	200172	NM_144990.4	CCDS460.1	PRINCIPAL:2	MANE Select
MRTO4	51154	NM_016183.4	CCDS191.1	PRINCIPAL:1	MANE Select
PEAR1	375033	NM_001080471.3	CCDS30892.1	PRINCIPAL:2	MANE Select
ARHGEF11	9826	NM_198236.3	CCDS1163.1	PRINCIPAL:4	MANE Select
PRAMEF10	343071	NM_001039361.4	CCDS41255.1	PRINCIPAL:1	MANE Select
TBCE	6905	NM_003193.5	CCDS1605.1	PRINCIPAL:1	MANE Select
RGS2	5997	NM_002923.4	CCDS1377.1	PRINCIPAL:1	MANE Select
CENPF	1063	NM_016343.4	CCDS31023.1	PRINCIPAL:2	MANE Select
S100A4	6275	NM_002961.3	CCDS1042.1	PRINCIPAL:1	MANE Select
HAO2	51179	NM_016527.4	CCDS901.1	PRINCIPAL:1	MANE Select
PLPP3	8613	NM_003713.5	CCDS604.1	PRINCIPAL:1	MANE Select
OR10K2	391107	NM_001004476.2	CCDS30896.1	PRINCIPAL:1	MANE Select
TBX19	9095	NM_005149.3	CCDS1272.1	PRINCIPAL:1	MANE Select
SYTL1	84958	NM_001193308.2	CCDS53286.1	PRINCIPAL:1	MANE Select
OTUD3	23252	NM_015207.2	CCDS41279.1	PRINCIPAL:1	MANE Select
ANKRD35	148741	NM_144698.5	CCDS72867.1	PRINCIPAL:1	MANE Select
SIPA1L2	57568	NM_020808.5	CCDS41474.1	PRINCIPAL:4	MANE Select
ZNF593	51042	NM_015871.5	CCDS275.2	PRINCIPAL:1	MANE Select
ZNF593OS	118568799	NM_001395468.1	-	PRINCIPAL:1	MANE Select
OR2T35	403244	NM_001001827.2	CCDS31123.1	PRINCIPAL:1	MANE Select
GARIN4	149647	NM_153606.4	CCDS1507.1	PRINCIPAL:1	MANE Select
ELAPOR1	57535	NM_020775.5	CCDS794.1	PRINCIPAL:1	MANE Select
C1orf100	200159	NM_001012970.3	CCDS31079.1	PRINCIPAL:2	MANE Select
COQ8A	56997	NM_020247.5	CCDS1557.1	PRINCIPAL:1	MANE Select
TCHH	7062	NM_007113.4	CCDS41396.1	PRINCIPAL:1	MANE Select
MTMR11	10903	NM_001145862.2	CCDS72902.1	PRINCIPAL:2	MANE Select
PRELP	5549	NM_002725.4	CCDS1438.1	PRINCIPAL:1	MANE Select
TAF13	6884	NM_005645.4	CCDS30788.1	PRINCIPAL:1	MANE Select
LGALS8	3964	NM_201544.4	CCDS1612.1	PRINCIPAL:1	MANE Select
NBPF10	100132406	NM_001302371.3	CCDS76206.1	PRINCIPAL:1	MANE Select
CNIH4	29097	NM_014184.4	CCDS1543.1	PRINCIPAL:1	MANE Select
FCRL2	79368	NM_030764.4	CCDS1168.1	PRINCIPAL:2	MANE Select
CTSS	1520	NM_004079.5	CCDS968.1	PRINCIPAL:1	MANE Select
CTPS1	1503	NM_001905.4	CCDS459.1	PRINCIPAL:1	MANE Select
RPRD2	23248	NM_015203.5	CCDS44216.1	PRINCIPAL:4	MANE Select
MEX3A	92312	NM_001093725.2	CCDS53377.1	PRINCIPAL:1	MANE Select
MRPL20	55052	NM_017971.4	CCDS26.1	PRINCIPAL:1	MANE Select
SLC26A9	115019	NM_052934.4	CCDS30990.1	PRINCIPAL:1	MANE Select
LCE1D	353134	NM_178352.3	CCDS1025.1	PRINCIPAL:1	MANE Select
CLCC1	23155	NM_001377458.1	-	PRINCIPAL:1	MANE Select
TOMM20	9804	NM_014765.3	CCDS1603.1	PRINCIPAL:1	MANE Select
CYB5R1	51706	NM_016243.3	CCDS1431.1	PRINCIPAL:1	MANE Select
WDR3	10885	NM_006784.3	CCDS898.1	PRINCIPAL:1	MANE Select
NPHS2	7827	NM_014625.4	CCDS1331.1	PRINCIPAL:1	MANE Select
CADM3	57863	NM_001127173.3	CCDS44251.1	PRINCIPAL:2	MANE Select
SNX27	81609	NM_001330723.2	CCDS81377.1	PRINCIPAL:1	MANE Select
DDR2	4921	NM_006182.4	CCDS1241.1	PRINCIPAL:1	MANE Select
DDOST	1650	NM_005216.5	CCDS212.1	PRINCIPAL:1	MANE Select
VCAM1	7412	NM_001078.4	CCDS773.1	PRINCIPAL:1	MANE Select
C1orf21	81563	NM_030806.4	CCDS1362.1	PRINCIPAL:1	MANE Select
HSPB7	27129	NM_014424.5	CCDS30611.1	PRINCIPAL:4	MANE Select
PTGFRN	5738	NM_020440.4	CCDS890.1	PRINCIPAL:2	MANE Select
LHX8	431707	NM_001256114.2	CCDS58008.1	PRINCIPAL:1	MANE Select
IVL	3713	NM_005547.4	CCDS1030.1	PRINCIPAL:1	MANE Select
GJB4	127534	NM_153212.3	CCDS383.1	PRINCIPAL:1	MANE Select
UQCRH	7388	NM_006004.4	CCDS30704.1	PRINCIPAL:1	MANE Select
OSBPL9	114883	NM_024586.6	CCDS41332.3	PRINCIPAL:4	MANE Select
DAB1	1600	NM_001365792.1	-	PRINCIPAL:2	MANE Select
IFFO2	126917	NM_001136265.2	CCDS44076.1	PRINCIPAL:1	MANE Select
MTF2	22823	NM_007358.4	CCDS742.1	PRINCIPAL:1	MANE Select
DAP3	7818	NM_004632.4	CCDS1120.1	PRINCIPAL:1	MANE Select
KLHL20	27252	NM_014458.4	CCDS1310.1	PRINCIPAL:1	MANE Select
DCDC2B	149069	NM_001099434.2	CCDS44100.1	PRINCIPAL:1	MANE Select
HMGCS2	3158	NM_005518.4	CCDS905.1	PRINCIPAL:1	MANE Select
ALG6	29929	NM_013339.4	CCDS30735.1	PRINCIPAL:1	MANE Select
CLCN6	1185	NM_001286.5	CCDS138.1	PRINCIPAL:1	MANE Select
PIGR	5284	NM_002644.4	CCDS1474.1	PRINCIPAL:1	MANE Select
SWT1	54823	NM_017673.7	CCDS1367.1	PRINCIPAL:2	MANE Select
MYOM3	127294	NM_152372.4	CCDS41281.1	PRINCIPAL:1	MANE Select
OR2L2	26246	NM_001385855.1	-	PRINCIPAL:1	MANE Select
FCRL5	83416	NM_031281.3	CCDS1165.1	PRINCIPAL:2	MANE Select
LCE3D	84648	NM_032563.2	CCDS1014.1	PRINCIPAL:1	MANE Select
ITGB3BP	23421	NM_014288.5	CCDS30736.1	PRINCIPAL:2	MANE Select
TNNI1	7135	NM_003281.4	CCDS1411.1	PRINCIPAL:1	MANE Select
RCC1	1104	NM_001381865.2	-	PRINCIPAL:1	MANE Select
SPRR2E	6704	NM_001024209.4	CCDS30866.1	PRINCIPAL:1	MANE Select
CYP4A11	1579	NM_000778.4	CCDS543.1	PRINCIPAL:1	MANE Select
KDM4A	9682	NM_014663.3	CCDS491.1	PRINCIPAL:1	MANE Select
RAB3GAP2	25782	NM_012414.4	CCDS31028.1	PRINCIPAL:1	MANE Select
C8A	731	NM_000562.3	CCDS606.1	PRINCIPAL:1	MANE Select
ARL8A	127829	NM_138795.4	CCDS1421.1	PRINCIPAL:1	MANE Select
NSL1	25936	NM_015471.4	CCDS1509.1	PRINCIPAL:1	MANE Select
PRMT6	55170	NM_018137.3	CCDS41360.2	PRINCIPAL:1	MANE Select
FCGR3B	2215	NM_001244753.2	CCDS58040.1	PRINCIPAL:2	MANE Select
PGLYRP4	57115	NM_020393.4	CCDS30871.1	PRINCIPAL:4	MANE Select
TOE1	114034	NM_025077.4	CCDS521.1	PRINCIPAL:2	MANE Select
ATP5PB	515	NM_001688.5	CCDS836.1	PRINCIPAL:1	MANE Select
MFSD4A	148808	NM_181644.5	CCDS1455.1	PRINCIPAL:1	MANE Select
LIN28A	79727	NM_024674.6	CCDS280.1	PRINCIPAL:1	MANE Select
ZBTB17	7709	NM_003443.3	CCDS165.1	PRINCIPAL:2	MANE Select
ARID1A	8289	NM_006015.6	CCDS285.1	PRINCIPAL:2	MANE Select
ATP8B2	57198	NM_001370597.1	-	PRINCIPAL:2	MANE Select
NPHP4	261734	NM_015102.5	CCDS44052.1	PRINCIPAL:4	MANE Select
RAB13	5872	NM_002870.5	CCDS1058.1	PRINCIPAL:1	MANE Select
SMIM12	113444	NM_138428.6	CCDS53295.1	PRINCIPAL:1	MANE Select
KCND3	3752	NM_001378969.1	-	PRINCIPAL:4	MANE Select
H3-3A	3020	NM_002107.7	CCDS1550.1	PRINCIPAL:1	MANE Select
PRAMEF8	391002	NM_001012276.3	CCDS72709.1	PRINCIPAL:1	MANE Select
SLC2A5	6518	NM_003039.3	CCDS99.1	PRINCIPAL:1	MANE Select
TMEM39B	55116	NM_018056.4	CCDS351.2	PRINCIPAL:1	MANE Select
FMO1	2326	NM_001282693.2	CCDS1294.1	PRINCIPAL:1	MANE Select
SPSB1	80176	NM_025106.4	CCDS102.1	PRINCIPAL:1	MANE Select
CR1	1378	NM_000651.6	CCDS44308.1	PRINCIPAL:1	MANE Select
LRRC41	10489	NM_006369.5	CCDS533.1	PRINCIPAL:1	MANE Select
MFN2	9927	NM_014874.4	CCDS30587.1	PRINCIPAL:1	MANE Select
LCE2C	353140	NM_178429.5	CCDS1019.1	PRINCIPAL:1	MANE Select
TSTD1	100131187	NM_001113207.2	CCDS53400.1	PRINCIPAL:1	MANE Select
MYOG	4656	NM_002479.6	CCDS1433.1	PRINCIPAL:1	MANE Select
QSOX1	5768	NM_002826.5	CCDS1337.1	PRINCIPAL:2	MANE Select
CD55	1604	NM_000574.5	CCDS31006.1	PRINCIPAL:2	MANE Select
C1orf185	284546	NM_001136508.2	CCDS44142.1	PRINCIPAL:4	MANE Select
AGTRAP	57085	NM_020350.5	CCDS136.1	PRINCIPAL:1	MANE Select
IGSF9	57549	NM_001135050.2	CCDS44254.1	PRINCIPAL:1	MANE Select
GMEB1	10691	NM_001319674.2	CCDS328.1	PRINCIPAL:1	MANE Select
HAX1	10456	NM_006118.4	CCDS1064.1	PRINCIPAL:1	MANE Select
LAMB3	3914	NM_000228.3	CCDS1487.1	PRINCIPAL:1	MANE Select
PMVK	10654	NM_006556.4	CCDS1073.1	PRINCIPAL:1	MANE Select
ATP1A4	480	NM_144699.4	CCDS1197.1	PRINCIPAL:1	MANE Select
OR2L3	391192	NM_001004687.2	CCDS31104.1	PRINCIPAL:1	MANE Select
GRIK3	2899	NM_000831.4	CCDS416.1	PRINCIPAL:1	MANE Select
MNDA	4332	NM_002432.3	CCDS1177.1	PRINCIPAL:1	MANE Select
RYR2	6262	NM_001035.3	CCDS55691.1	PRINCIPAL:4	MANE Select
INKA2	55924	NM_019099.5	CCDS841.1	PRINCIPAL:1	MANE Select
BTF3L4	91408	NM_152265.5	CCDS30713.1	PRINCIPAL:1	MANE Select
OMA1	115209	NM_145243.5	CCDS608.1	PRINCIPAL:1	MANE Select
UBQLN4	56893	NM_020131.5	CCDS1127.1	PRINCIPAL:1	MANE Select
ATP1B1	481	NM_001677.4	CCDS1276.1	PRINCIPAL:1	MANE Select
FAM189B	10712	NM_006589.3	CCDS1103.1	PRINCIPAL:4	MANE Select
CDC42SE1	56882	NM_020239.4	CCDS981.1	PRINCIPAL:1	MANE Select
KLF17	128209	NM_173484.4	CCDS508.1	PRINCIPAL:2	MANE Select
MTARC1	64757	NM_022746.4	CCDS1526.1	PRINCIPAL:1	MANE Select
FOXD3	27022	NM_012183.3	CCDS624.1	PRINCIPAL:1	MANE Select
OR2T4	127074	NM_001004696.2	CCDS31113.1	PRINCIPAL:1	MANE Select
S1PR1	1901	NM_001400.5	CCDS777.1	PRINCIPAL:1	MANE Select
FCGR3A	2214	NM_000569.8	CCDS1232.2	PRINCIPAL:4	MANE Select
AP4B1	10717	NM_001253852.3	CCDS865.1	PRINCIPAL:1	MANE Select
TMEM234	56063	NM_019118.5	CCDS356.2	PRINCIPAL:1	MANE Select
TM2D1	83941	NM_032027.3	CCDS65554.1	PRINCIPAL:1	MANE Select
FASLG	356	NM_000639.3	CCDS1304.1	PRINCIPAL:1	MANE Select
ADAM30	11085	NM_021794.4	CCDS907.1	PRINCIPAL:1	MANE Select
CRB1	23418	NM_201253.3	CCDS1390.1	PRINCIPAL:1	MANE Select
LY9	4063	NM_002348.4	CCDS30916.1	PRINCIPAL:2	MANE Select
NAXE	128240	NM_144772.3	CCDS1145.1	PRINCIPAL:1	MANE Select
PTGS2	5743	NM_000963.4	CCDS1371.1	PRINCIPAL:1	MANE Select
C1orf122	127687	NM_198446.3	CCDS427.2	PRINCIPAL:1	MANE Select
LURAP1	541468	NM_001013615.3	CCDS30703.1	PRINCIPAL:1	MANE Select
IER5	51278	NM_016545.5	CCDS1343.1	PRINCIPAL:1	MANE Select
RNF115	27246	NM_014455.4	CCDS72863.1	PRINCIPAL:1	MANE Select
PRAMEF6	440561	NM_001010889.2	CCDS30594.1	PRINCIPAL:1	MANE Select
DDI2	84301	NM_032341.5	CCDS30607.1	PRINCIPAL:1	MANE Select
SLC30A10	55532	NM_018713.3	CCDS31026.1	PRINCIPAL:4	MANE Select
FCER1A	2205	NM_001387280.1	-	PRINCIPAL:1	MANE Select
ZNF496	84838	NM_032752.3	CCDS1631.1	PRINCIPAL:1	MANE Select
ALDH9A1	223	NM_000696.4	CCDS1250.2	PRINCIPAL:1	MANE Select
OR6K6	128371	NM_001005184.2	CCDS30904.1	PRINCIPAL:1	MANE Select
TAGLN2	8407	NM_003564.3	CCDS1189.1	PRINCIPAL:1	MANE Select
METTL18	92342	NM_033418.4	CCDS1284.1	PRINCIPAL:1	MANE Select
MT1HL1	645745	NM_001276687.2	CCDS31068.1	PRINCIPAL:1	MANE Select
RWDD3	25950	NM_015485.5	CCDS41357.1	PRINCIPAL:1	MANE Select
LYPD8	646627	NM_001085474.2	CCDS73059.1	PRINCIPAL:1	MANE Select
ZBTB7B	51043	NM_001256455.2	CCDS1081.1	PRINCIPAL:1	MANE Select
PRKAA2	5563	NM_006252.4	CCDS605.1	PRINCIPAL:1	MANE Select
RBM8A	9939	NM_005105.5	CCDS72872.1	PRINCIPAL:1	MANE Select
FYB2	199920	NM_001004303.5	CCDS30729.1	PRINCIPAL:2	MANE Select
BEND5	79656	NM_024603.4	CCDS552.2	PRINCIPAL:1	MANE Select
AHCYL1	10768	NM_006621.7	CCDS818.1	PRINCIPAL:1	MANE Select
POLR3GL	84265	NM_032305.3	CCDS72875.1	PRINCIPAL:1	MANE Select
RBMXL1	494115	NM_001162536.3	CCDS716.1	PRINCIPAL:1	MANE Select
PFDN2	5202	NM_012394.4	CCDS1217.1	PRINCIPAL:1	MANE Select
DENND1B	163486	NM_001195215.2	CCDS72997.1	PRINCIPAL:2	MANE Select
CC2D1B	200014	NM_001330585.2	CCDS81323.1	PRINCIPAL:1	MANE Select
LRRC8D	55144	NM_001134479.2	CCDS726.1	PRINCIPAL:1	MANE Select
VTCN1	79679	NM_024626.4	CCDS894.1	PRINCIPAL:1	MANE Select
PHF13	148479	NM_153812.3	CCDS85.1	PRINCIPAL:1	MANE Select
CYB561D1	284613	NM_182580.3	CCDS800.1	PRINCIPAL:1	MANE Select
TRMT13	54482	NM_019083.3	CCDS765.1	PRINCIPAL:1	MANE Select
CDCA8	55143	NM_001256875.2	CCDS424.1	PRINCIPAL:1	MANE Select
WNT9A	7483	NM_003395.4	CCDS31045.1	PRINCIPAL:1	MANE Select
IL22RA1	58985	NM_021258.4	CCDS247.1	PRINCIPAL:1	MANE Select
FNDC7	163479	NM_001144937.3	CCDS44185.1	PRINCIPAL:1	MANE Select
FCN3	8547	NM_003665.4	CCDS300.1	PRINCIPAL:2	MANE Select
KNCN	148930	NM_001322255.2	CCDS81316.1	PRINCIPAL:1	MANE Select
LEXM	163747	NM_001110533.2	CCDS44153.1	PRINCIPAL:4	MANE Select
AKR7A2	8574	NM_003689.4	CCDS194.1	PRINCIPAL:1	MANE Select
COX20	116228	NM_198076.6	CCDS31080.1	PRINCIPAL:1	MANE Select
RPS6KA1	6195	NM_002953.4	CCDS284.1	PRINCIPAL:1	MANE Select
NPPB	4879	NM_002521.3	CCDS140.1	PRINCIPAL:1	MANE Select
TAF5L	27097	NM_014409.4	CCDS1581.1	PRINCIPAL:1	MANE Select
SPRR3	6707	NM_001097589.2	CCDS1033.1	PRINCIPAL:1	MANE Select
INTS3	65123	NM_023015.5	CCDS1052.1	PRINCIPAL:1	MANE Select
GPR3	2827	NM_005281.4	CCDS303.1	PRINCIPAL:1	MANE Select
UHMK1	127933	NM_175866.5	CCDS1239.1	PRINCIPAL:1	MANE Select
UBE2J2	118424	NM_058167.3	CCDS14.1	PRINCIPAL:1	MANE Select
DDX59	83479	NM_001031725.6	CCDS30964.1	PRINCIPAL:1	MANE Select
GNL2	29889	NM_013285.3	CCDS421.1	PRINCIPAL:1	MANE Select
HRNR	388697	NM_001009931.3	CCDS30859.1	PRINCIPAL:1	MANE Select
ASPM	259266	NM_018136.5	CCDS1389.1	PRINCIPAL:1	MANE Select
LCE3A	353142	NM_178431.1	CCDS1017.1	PRINCIPAL:1	MANE Select
YTHDF2	51441	NM_016258.3	CCDS41296.1	PRINCIPAL:1	MANE Select
L1TD1	54596	NM_019079.5	CCDS619.1	PRINCIPAL:1	MANE Select
MUL1	79594	NM_024544.3	CCDS208.1	PRINCIPAL:1	MANE Select
GFI1	2672	NM_005263.5	CCDS30773.1	PRINCIPAL:1	MANE Select
BTG2	7832	NM_006763.3	CCDS1437.1	PRINCIPAL:1	MANE Select
COPA	1314	NM_004371.4	CCDS1202.1	PRINCIPAL:1	MANE Select
MTARC2	54996	NM_017898.5	CCDS1525.1	PRINCIPAL:1	MANE Select
HSPB11	51668	NM_016126.4	CCDS41341.1	PRINCIPAL:1	MANE Select
TTC34	100287898	NM_001242672.3	CCDS55565.1	PRINCIPAL:1	MANE Select
FNDC5	252995	NM_153756.3	CCDS369.2	PRINCIPAL:1	MANE Select
STUM	375057	NM_001003665.4	CCDS31044.1	PRINCIPAL:4	MANE Select
TRIM45	80263	NM_025188.4	CCDS893.1	PRINCIPAL:1	MANE Select
PPP2R5A	5525	NM_006243.4	CCDS1503.1	PRINCIPAL:1	MANE Select
ARPC5	10092	NM_005717.4	CCDS1357.1	PRINCIPAL:2	MANE Select
FCRL4	83417	NM_031282.3	CCDS1166.1	PRINCIPAL:2	MANE Select
SLC1A7	6512	NM_006671.6	CCDS574.1	PRINCIPAL:2	MANE Select
EDEM3	80267	NM_025191.4	CCDS1363.2	PRINCIPAL:4	MANE Select
KCTD3	51133	NM_016121.5	CCDS1515.1	PRINCIPAL:2	MANE Select
FABP3	2170	NM_004102.5	CCDS342.1	PRINCIPAL:1	MANE Select
PLA2G2D	26279	NM_012400.4	CCDS203.1	PRINCIPAL:1	MANE Select
JTB	10899	NM_006694.4	CCDS1057.1	PRINCIPAL:1	MANE Select
CRP	1401	NM_000567.3	CCDS30911.1	PRINCIPAL:1	MANE Select
TRIM58	25893	NM_015431.4	CCDS1636.1	PRINCIPAL:1	MANE Select
CATSPERE	257044	NM_001130957.2	CCDS44340.1	PRINCIPAL:2	MANE Select
SLC25A33	84275	NM_032315.3	CCDS103.1	PRINCIPAL:1	MANE Select
RASSF5	83593	NM_182663.4	CCDS30998.1	PRINCIPAL:1	MANE Select
EPS15	2060	NM_001981.3	CCDS557.1	PRINCIPAL:2	MANE Select
FHAD1	114827	NM_001391957.1	-	PRINCIPAL:2	MANE Select
AADACL4	343066	NM_001013630.2	CCDS30590.1	PRINCIPAL:1	MANE Select
MPZ	4359	NM_000530.8	CCDS1229.2	PRINCIPAL:1	MANE Select
ZNF670	93474	NM_033213.5	CCDS31087.1	PRINCIPAL:2	MANE Select
LEPROT	54741	NM_017526.5	CCDS630.1	PRINCIPAL:1	MANE Select
