RefSeq_id	Gene_name	Protein_id	Transcript_id	CCDS	HGNC_name_e107
57134	MAN1C1	NP_065112.1	NM_020379	CCDS265.1	MAN1C1
56181	MTFR1L	NP_062457.3	NM_019557	CCDS41284.1	MTFR1L
56181	MTFR1L	NP_001093095.1	NM_001099625	CCDS41284.1	MTFR1L
56181	MTFR1L	NP_001093096.1	NM_001099626	CCDS41284.1	MTFR1L
56181	MTFR1L	XP_005245999.1	PRJNA168;XM_005245942	-	MTFR1L
79000	AUNIP	NP_076942.1	NM_024037	CCDS266.1	AUNIP
164091	PAQR7	NP_848509.1	NM_178422	CCDS267.1	PAQR7
164091	PAQR7	XP_005245802.1	PRJNA168;XM_005245745	-	PAQR7
164091	PAQR7	XP_005245803.1	PRJNA168;XM_005245746	-	PAQR7
3925	STMN1	NP_005554.1	NM_005563	CCDS269.1	STMN1
3925	STMN1	NP_981944.1	NM_203399	CCDS269.1	STMN1
3925	STMN1	NP_981946.1	NM_203401	CCDS269.1	STMN1
3925	STMN1	XP_005245928.1	PRJNA168;XM_005245871	-	STMN1
5051	PAFAH2	NP_000428.2	NM_000437	CCDS270.1	PAFAH2
2134	EXTL1	NP_004446.2	NM_004455	CCDS271.1	EXTL1
7780	SLC30A2	NP_001004434.1	NM_001004434	CCDS30644.1	SLC30A2
84676	TRIM63	NP_115977.2	NM_032588	CCDS273.1	TRIM63
149420	PDIK1L	NP_690048.1	NM_152835	CCDS274.1	PDIK1L
149420	PDIK1L	NP_001230461.1	NM_001243532	CCDS274.1	PDIK1L
149420	PDIK1L	NP_001230462.1	NM_001243533	CCDS274.1	PDIK1L
149420	PDIK1L	XP_005245800.1	PRJNA168;XM_005245743	-	PDIK1L
79927	FAM110D	NP_079145.2	NM_024869	CCDS41285.1	FAM110D
79927	FAM110D	XP_005246059.1	PRJNA168;XM_005246002	-	FAM110D
51042	ZNF593	NP_056955.2	NM_015871	CCDS275.2	ZNF593
10256	CNKSR1	NP_006305.2	NM_006314	CCDS276.1	CNKSR1
378807	CATSPER4	NP_937770.1	NM_198137	CCDS30645.1	CATSPER4
83442	SH3BGRL3	NP_112576.1	NM_031286	CCDS278.1	SH3BGRL3
1043	CD52	NP_001794.2	NM_001803	CCDS30647.1	CD52
79727	LIN28A	NP_078950.1	NM_024674	CCDS280.1	LIN28A
79947	DHDDS	NP_995583.1	NM_205861	CCDS282.1	DHDDS
3151	HMGN2	NP_005508.1	NM_005517	CCDS283.1	HMGN2
6195	RPS6KA1	NP_002944.2	NM_002953	CCDS284.1	RPS6KA1
8289	ARID1A	NP_006006.3	NM_006015	CCDS285.1	ARID1A
55650	PIGV	NP_060307.2	NM_017837	CCDS287.1	PIGV
55650	PIGV	NP_001189483.1	NM_001202554	CCDS287.1	PIGV
55650	PIGV	XP_005245993.1	PRJNA168;XM_005245936	-	PIGV
55650	PIGV	XP_005245994.1	PRJNA168;XM_005245937	-	PIGV
55650	PIGV	XP_005245995.1	PRJNA168;XM_005245938	-	PIGV
55650	PIGV	XP_005245996.1	PRJNA168;XM_005245939	-	PIGV
84243	ZDHHC18	NP_115659.1	NM_032283	CCDS30650.1	ZDHHC18
2810	SFN	NP_006133.1	NM_006142	CCDS288.1	SFN
54707	GPN2	NP_060536.3	NM_018066	CCDS289.1	GPN2
63906	GPATCH3	NP_071361.2	NM_022078	CCDS290.1	GPATCH3
8431	NR0B2	NP_068804.1	NM_021969	CCDS291.1	NR0B2
10726	NUDC	NP_006591.1	NM_006600	CCDS292.1	NUDC
126695	C1orf172	NP_689578.2	NM_152365	CCDS293.1	KDF1
126695	C1orf172	XP_005245792.1	PRJNA168;XM_005245735	-	KDF1
388610	TRNP1	XP_005245924.1	PRJNA168;XM_005245867	-	TRNP1
115572	FAM46B	NP_443175.2	NM_052943	CCDS294.2	TENT5B
6548	SLC9A1	NP_003038.2	NM_003047	CCDS295.1	SLC9A1
23038	WDTC1	NP_001263181.1	NM_001276252	-	WDTC1
84065	TMEM222	NP_115501.2	NM_032125	CCDS297.2	TMEM222
84958	SYTL1	NP_001180237.1	NM_001193308	CCDS53286.1	SYTL1
8547	FCN3	NP_003656.2	NM_003665	CCDS300.1	FCN3
2827	GPR3	NP_005272.1	NM_005281	CCDS303.1	GPR3
10163	WASF2	NP_008921.1	NM_006990	CCDS304.1	WASF2
27245	AHDC1	NP_001025053.1	NM_001029882	CCDS30652.1	AHDC1
27245	AHDC1	XP_005245905.1	PRJNA168;XM_005245848	-	AHDC1
27245	AHDC1	XP_005245906.1	PRJNA168;XM_005245849	-	AHDC1
27245	AHDC1	XP_005245907.1	PRJNA168;XM_005245850	-	AHDC1
27245	AHDC1	XP_005245908.1	PRJNA168;XM_005245851	-	AHDC1
27245	AHDC1	XP_005245909.1	PRJNA168;XM_005245852	-	AHDC1
27245	AHDC1	XP_005245910.1	PRJNA168;XM_005245853	-	AHDC1
2268	FGR	NP_001036194.1	NM_001042729	CCDS305.1	FGR
2268	FGR	NP_005239.1	NM_005248	CCDS305.1	FGR
2268	FGR	NP_001036212.1	NM_001042747	CCDS305.1	FGR
199870	FAM76A	NP_689873.1	NM_152660	CCDS309.1	FAM76A
23673	STX12	NP_803173.1	NM_177424	CCDS310.1	STX12
5511	PPP1R8	NP_054829.2	NM_014110	CCDS311.1	PPP1R8
9473	THEMIS2	NP_001099026.1	NM_001105556	CCDS41290.1	THEMIS2
6118	RPA2	NP_002937.1	NM_002946	CCDS314.1	RPA2
27293	SMPDL3B	NP_055289.2	NM_014474	CCDS30655.1	SMPDL3B
55113	XKR8	NP_060523.2	NM_018053	CCDS315.1	XKR8
2140	EYA3	NP_001981.2	NM_001990	CCDS316.1	EYA3
5724	PTAFR	NP_001158193.1	NM_001164721	CCDS318.1	PTAFR
5724	PTAFR	NP_000943.1	NM_000952	CCDS318.1	PTAFR
5724	PTAFR	NP_001158194.1	NM_001164722	CCDS318.1	PTAFR
5724	PTAFR	NP_001158195.1	NM_001164723	CCDS318.1	PTAFR
22826	DNAJC8	NP_055095.2	NM_014280	CCDS41292.1	DNAJC8
93974	ATPIF1	NP_057395.1	NM_016311	CCDS319.1	ATP5IF1
83667	SESN2	NP_113647.1	NM_031459	CCDS321.1	SESN2
54797	MED18	NP_001120822.1	NM_001127350	CCDS322.1	MED18
54797	MED18	NP_060108.2	NM_017638	CCDS322.1	MED18
54797	MED18	XP_005245971.1	PRJNA168;XM_005245914	-	MED18
65979	PHACTR4	NP_001041648.1	NM_001048183	CCDS41293.1	PHACTR4
1104	RCC1	NP_001041664.1	NM_001048199	CCDS323.1	RCC1
1104	RCC1	NP_001260.1	NM_001269	CCDS323.1	RCC1
54952	TRNAU1AP	NP_060316.1	NM_017846	CCDS324.1	TRNAU1AP
115273	RAB42	NP_001180461.1	NM_001193532	-	RAB42
6883	TAF12	NP_005635.1	NM_005644	CCDS326.1	TAF12
6883	TAF12	NP_001128690.1	NM_001135218	CCDS326.1	TAF12
10691	GMEB1	NP_077808.1	NM_024482	CCDS328.1	GMEB1
10691	GMEB1	XP_005245782.1	PRJNA168;XM_005245725	-	GMEB1
51441	YTHDF2	NP_057342.2	NM_016258	CCDS41296.1	YTHDF2
51441	YTHDF2	NP_001166599.1	NM_001173128	CCDS41296.1	YTHDF2
4985	OPRD1	NP_000902.3	NM_000911	CCDS329.1	OPRD1
399474	TMEM200B	NP_001003682.1	NM_001003682	CCDS30658.1	TMEM200B
399474	TMEM200B	NP_001165339.1	NM_001171868	CCDS30658.1	TMEM200B
6429	SRSF4	NP_005617.2	NM_005626	CCDS333.1	SRSF4
51102	MECR	NP_057095.2	NM_016011	CCDS30659.1	MECR
4146	MATN1	NP_002370.1	NM_002379	CCDS336.1	MATN1
7805	LAPTM5	NP_006753.1	NM_006762	CCDS337.1	LAPTM5
9672	SDC3	NP_055469.3	NM_014654	CCDS30661.1	SDC3
9698	PUM1	NP_001018494.1	NM_001020658	CCDS44099.1	PUM1
79570	NKAIN1	NP_078798.2	NM_024522	CCDS339.2	NKAIN1
9410	SNRNP40	NP_004805.2	NM_004814	CCDS340.1	SNRNP40
51538	ZCCHC17	NP_057589.2	NM_016505	CCDS341.1	ZCCHC17
51538	ZCCHC17	XP_005270988.1	PRJNA168;XM_005270931	-	ZCCHC17
2170	FABP3	NP_004093.1	NM_004102	CCDS342.1	FABP3
347735	SERINC2	NP_849196.2	NM_178865	CCDS30662.1	SERINC2
64129	TINAGL1	NP_071447.1	NM_022164	CCDS343.1	TINAGL1
3061	HCRTR1	NP_001516.2	NM_001525	CCDS344.1	HCRTR1
3061	HCRTR1	XP_005270846.1	PRJNA168;XM_005270789	-	HCRTR1
553115	PEF1	NP_036524.1	NM_012392	CCDS345.1	PEF1
1307	COL16A1	NP_001847.3	NM_001856	CCDS41297.1	COL16A1
8073	PTP4A2	NP_536316.1	NM_080391	CCDS348.1	PTP4A2
8073	PTP4A2	XP_005271285.1	PRJNA168;XM_005271228	-	PTP4A2
8073	PTP4A2	XP_005271286.1	PRJNA168;XM_005271229	-	PTP4A2
8073	PTP4A2	XP_005271287.1	PRJNA168;XM_005271230	-	PTP4A2
10657	KHDRBS1	NP_006550.1	NM_006559	CCDS350.1	KHDRBS1
55116	TMEM39B	NP_060526.2	NM_018056	CCDS351.2	TMEM39B
23633	KPNA6	NP_036448.1	NM_012316	CCDS352.1	KPNA6
200081	TXLNA	NP_787048.1	NM_175852	CCDS353.1	TXLNA
79140	CCDC28B	NP_077272.2	NM_024296	CCDS354.2	CCDC28B
55721	IQCC	NP_060604.2	NM_018134	CCDS355.1	IQCC
149069	DCDC2B	NP_001092904.1	NM_001099434	CCDS44100.1	DCDC2B
56063	TMEM234	NP_061991.3	NM_019118	CCDS356.2	TMEM234
8668	EIF3I	NP_003748.1	NM_003757	CCDS357.1	EIF3I
84734	FAM167B	NP_116037.2	NM_032648	CCDS358.2	FAM167B
3932	LCK	NP_005347.3	NM_005356	CCDS359.1	LCK
3932	LCK	NP_001036236.1	NM_001042771	CCDS359.1	LCK
3065	HDAC1	NP_004955.2	NM_004964	CCDS360.1	HDAC1
65108	MARCKSL1	NP_075385.1	NM_023009	CCDS361.1	MARCKSL1
100128071	FAM229A	NP_001161148.1	NM_001167676	CCDS57985.1	FAM229A
81629	TSSK3	NP_443073.1	NM_052841	CCDS362.1	TSSK3
55108	BSDC1	NP_060515.3	NM_018045	CCDS363.2	BSDC1
728116	ZBTB8B	NP_001139192.1	NM_001145720	CCDS44104.1	ZBTB8B
5928	RBBP4	NP_005601.1	NM_005610	CCDS366.1	RBBP4
57648	KIAA1522	NP_065939.2	NM_020888	CCDS41298.1	KIAA1522
8565	YARS	NP_003671.1	NM_003680	CCDS368.1	YARS1
64766	S100PBP	NP_073590.2	NM_022753	CCDS30666.1	S100PBP
64766	S100PBP	NP_001243050.1	NM_001256121	CCDS30666.1	S100PBP
64766	S100PBP	XP_005271178.1	PRJNA168;XM_005271121	-	S100PBP
252995	FNDC5	NP_715637.2	NM_153756	CCDS369.1	FNDC5
3208	HPCA	NP_002134.2	NM_002143	CCDS370.1	HPCA
3208	HPCA	XP_005270849.1	PRJNA168;XM_005270792	-	HPCA
113452	TMEM54	NP_277039.1	NM_033504	CCDS371.1	TMEM54
204	AK2	NP_001616.1	NM_001625	CCDS374.1	AK2
113451	ADC	NP_443724.1	NM_052998	CCDS375.1	AZIN2
113451	ADC	XP_005270461.1	PRJNA168;XM_005270404	-	AZIN2
113451	ADC	XP_005270462.1	PRJNA168;XM_005270405	-	AZIN2
55223	TRIM62	NP_060677.2	NM_018207	CCDS376.1	TRIM62
55223	TRIM62	XP_005271056.1	PRJNA168;XM_005270999	-	TRIM62
149076	ZNF362	NP_689706.2	NM_152493	CCDS377.1	ZNF362
149076	ZNF362	XP_005270563.1	PRJNA168;XM_005270506	-	ZNF362
127550	A3GALT2	NP_001073907.1	NM_001080438	-	A3GALT2
114784	CSMD2	XP_005270474.1	PRJNA168;XM_005270417	-	CSMD2
127540	HMGB4	NP_660206.2	NM_145205	CCDS30668.1	HMGB4
84970	C1orf94	NP_001128206.1	NM_001134734	CCDS44108.1	C1orf94
2709	GJB5	NP_005259.1	NM_005268	CCDS382.1	GJB5
2709	GJB5	XP_005270808.1	PRJNA168;XM_005270751	-	GJB5
127534	GJB4	NP_694944.1	NM_153212	CCDS383.1	GJB4
2707	GJB3	NP_076872.1	NM_024009	CCDS384.1	GJB3
2707	GJB3	NP_001005752.1	NM_001005752	CCDS384.1	GJB3
2701	GJA4	NP_002051.2	NM_002060	CCDS30669.1	GJA4
2701	GJA4	XP_005270807.1	PRJNA168;XM_005270750	-	GJA4
113444	SMIM12	NP_612437.3	NM_138428	CCDS53295.1	SMIM12
113444	SMIM12	NP_001158296.1	NM_001164824	CCDS53295.1	SMIM12
113444	SMIM12	NP_001158297.1	NM_001164825	CCDS53295.1	SMIM12
113444	SMIM12	XP_005270460.1	PRJNA168;XM_005270403	-	SMIM12
58512	DLGAP3	NP_001073887.1	NM_001080418	CCDS30670.1	DLGAP3
58512	DLGAP3	XP_005271148.1	PRJNA168;XM_005271091	-	DLGAP3
100506144	ZMYM6NB	NP_001182085.1	NM_001195156	CCDS53296.1	TMEM35B
9204	ZMYM6	NP_009098.3	NM_007167	CCDS387.2	ZMYM6
9204	ZMYM6	XP_005271389.1	PRJNA168;XM_005271332	-	ZMYM6
9204	ZMYM6	XP_005271390.1	PRJNA168;XM_005271333	-	ZMYM6
79830	ZMYM1	NP_079048.3	NM_024772	CCDS41302.1	ZMYM1
79830	ZMYM1	XP_005271271.1	PRJNA168;XM_005271214	-	ZMYM1
79830	ZMYM1	XP_005271272.1	PRJNA168;XM_005271215	-	ZMYM1
6421	SFPQ	NP_005057.1	NM_005066	CCDS388.1	SFPQ
6421	SFPQ	XP_005271168.1	PRJNA168;XM_005271111	-	SFPQ
6421	SFPQ	XP_005271169.1	PRJNA168;XM_005271112	-	SFPQ
6421	SFPQ	XP_005271170.1	PRJNA168;XM_005271113	-	SFPQ
9202	ZMYM4	NP_005086.2	NM_005095	CCDS389.1	ZMYM4
79932	KIAA0319L	NP_079150.3	NM_024874	CCDS390.1	KIAA0319L
23154	NCDN	NP_055099.1	NM_014284	CCDS392.1	NCDN
23154	NCDN	NP_001014839.1	NM_001014839	CCDS392.1	NCDN
339488	TFAP2E	NP_848643.2	NM_178548	CCDS393.2	TFAP2E
5690	PSMB2	NP_002785.1	NM_002794	CCDS394.1	PSMB2
127703	C1orf216	NP_689587.1	NM_152374	CCDS395.1	C1orf216
63967	CLSPN	NP_071394.2	NM_022111	CCDS396.1	CLSPN
192670	AGO4	NP_060099.2	NM_017629	CCDS397.1	AGO4
26523	AGO1	NP_036331.1	NM_012199	CCDS398.1	AGO1
192669	AGO3	NP_079128.2	NM_024852	CCDS399.1	AGO3
192669	AGO3	XP_005270632.1	PRJNA168;XM_005270575	-	AGO3
27285	TEKT2	NP_055281.2	NM_014466	CCDS401.1	TEKT2
27285	TEKT2	XP_005270810.1	PRJNA168;XM_005270753	-	TEKT2
54936	ADPRHL2	NP_060295.1	NM_017825	CCDS402.1	ADPRS
1296	COL8A2	NP_005193.1	NM_005202	CCDS403.1	COL8A2
1296	COL8A2	XP_005270535.1	PRJNA168;XM_005270478	-	COL8A2
27095	TRAPPC3	NP_055223.1	NM_014408	CCDS404.1	TRAPPC3
9967	THRAP3	NP_005110.2	NM_005119	CCDS405.1	THRAP3
9967	THRAP3	XP_005271427.1	PRJNA168;XM_005271370	-	THRAP3
79729	SH3D21	NP_001156002.1	NM_001162530	CCDS53298.1	SH3D21
55194	EVA1B	NP_060636.1	NM_018166	CCDS406.1	EVA1B
55194	EVA1B	XP_005271055.1	PRJNA168;XM_005270998	-	EVA1B
83931	STK40	NP_114406.1	NM_032017	CCDS407.1	STK40
83931	STK40	XP_005271306.1	PRJNA168;XM_005271249	-	STK40
84967	LSM10	NP_116270.1	NM_032881	CCDS408.1	LSM10
127700	OSCP1	NP_659484.4	NM_145047	CCDS409.2	OSCP1
64960	MRPS15	NP_112570.2	NM_031280	CCDS411.1	MRPS15
1441	CSF3R	NP_000751.1	NM_000760	CCDS413.1	CSF3R
2899	GRIK3	NP_000822.2	NM_000831	CCDS416.1	GRIK3
80149	ZC3H12A	NP_079355.2	NM_025079	CCDS417.1	ZC3H12A
80149	ZC3H12A	XP_005271283.1	PRJNA168;XM_005271226	-	ZC3H12A
64769	MEAF6	NP_001257804.1	NM_001270875	CCDS59196.1	MEAF6
79753	SNIP1	NP_078976.2	NM_024700	CCDS419.1	SNIP1
29889	GNL2	NP_037417.1	NM_013285	CCDS421.1	GNL2
284654	RSPO1	NP_001033722.1	NM_001038633	CCDS41304.1	RSPO1
284654	RSPO1	NP_001229837.1	NM_001242908	CCDS41304.1	RSPO1
284654	RSPO1	XP_005270835.1	PRJNA168;XM_005270778	-	RSPO1
54955	C1orf109	NP_060320.1	NM_017850	CCDS423.1	C1orf109
55143	CDCA8	NP_001243804.1	NM_001256875	CCDS424.1	CDCA8
55143	CDCA8	NP_060571.1	NM_018101	CCDS424.1	CDCA8
284656	EPHA10	NP_001092909.1	NM_001099439	CCDS41305.1	EPHA10
149175	MANEAL	NP_001106954.1	NM_001113482	CCDS44110.1	MANEAL
79693	YRDC	NP_078916.3	NM_024640	CCDS30675.1	YRDC
127687	C1orf122	NP_940848.2	NM_198446	CCDS427.2	C1orf122
4520	MTF1	NP_005946.2	NM_005955	CCDS30676.1	MTF1
4520	MTF1	XP_005270936.1	PRJNA168;XM_005270879	-	MTF1
10946	SF3A3	NP_006793.1	NM_006802	CCDS428.1	SF3A3
2275	FHL3	NP_004459.2	NM_004468	CCDS30678.1	FHL3
2275	FHL3	XP_005270683.1	PRJNA168;XM_005270626	-	FHL3
51118	UTP11L	NP_057121.2	NM_016037	CCDS429.1	UTP11
5453	POU3F1	NP_002690.3	NM_002699	CCDS30679.1	POU3F1
64121	RRAGC	NP_071440.1	NM_022157	CCDS430.1	RRAGC
26292	MYCBP	NP_036465.2	NM_012333	CCDS431.1	MYCBP
81025	GJA9	NP_110399.2	NM_030772	CCDS432.1	GJA9
54933	RHBDL2	NP_060291.2	NM_017821	CCDS30680.1	RHBDL2
79647	AKIRIN1	NP_078871.1	NM_024595	CCDS433.1	AKIRIN1
4725	NDUFS5	NP_004543.1	NM_004552	CCDS434.1	NDUFS5
4725	NDUFS5	NP_001171908.1	NM_001184979	CCDS434.1	NDUFS5
353500	BMP8A	NP_861525.2	NM_181809	CCDS437.1	BMP8A
84618	NT5C1A	NP_115915.1	NM_032526	CCDS440.1	NT5C1A
51440	HPCAL4	NP_057341.1	NM_016257	CCDS441.1	HPCAL4
51440	HPCAL4	XP_005270984.1	PRJNA168;XM_005270927	-	HPCAL4
10450	PPIE	NP_006103.1	NM_006112	CCDS443.1	PPIE
656	BMP8B	NP_001711.2	NM_001720	CCDS444.1	BMP8B
64064	OXCT2	NP_071403.1	NM_022120	CCDS445.1	OXCT2
54802	TRIT1	NP_060116.2	NM_017646	CCDS30681.1	TRIT1
84879	MFSD2A	NP_116182.2	NM_032793	CCDS446.1	MFSD2A
10487	CAP1	XP_005270424.1	PRJNA168;XM_005270367	-	CAP1
10487	CAP1	XP_005270425.1	PRJNA168;XM_005270368	-	CAP1
10487	CAP1	XP_005270426.1	PRJNA168;XM_005270369	-	CAP1
10487	CAP1	XP_005270427.1	PRJNA168;XM_005270370	-	CAP1
5538	PPT1	NP_000301.1	NM_000310	CCDS447.1	PPT1
6018	RLF	NP_036553.2	NM_012421	CCDS448.1	RLF
127391	TMCO2	NP_001008740.1	NM_001008740	CCDS30684.1	TMCO2
10269	ZMPSTE24	NP_005848.2	NM_005857	CCDS449.1	ZMPSTE24
1298	COL9A2	NP_001843.1	NM_001852	CCDS450.1	COL9A2
64744	SMAP2	NP_073570.1	NM_022733	CCDS451.1	SMAP2
65243	ZFP69B	NP_075558.2	NM_023070	CCDS452.2	ZFP69B
65243	ZFP69B	XP_005271194.1	PRJNA168;XM_005271137	-	ZFP69B
339559	ZFP69	NP_940896.2	NM_198494	CCDS30686.1	ZFP69
64789	EXO5	NP_073611.1	NM_022774	CCDS453.1	EXO5
64789	EXO5	XP_005271182.1	PRJNA168;XM_005271125	-	EXO5
64789	EXO5	XP_005271183.1	PRJNA168;XM_005271126	-	EXO5
64789	EXO5	XP_005271184.1	PRJNA168;XM_005271127	-	EXO5
64789	EXO5	XP_005271185.1	PRJNA168;XM_005271128	-	EXO5
64789	EXO5	XP_005271186.1	PRJNA168;XM_005271129	-	EXO5
127396	ZNF684	NP_689586.3	NM_152373	CCDS454.1	ZNF684
127396	ZNF684	XP_005270512.1	PRJNA168;XM_005270455	-	ZNF684
127396	ZNF684	XP_005270513.1	PRJNA168;XM_005270456	-	ZNF684
9783	RIMS3	NP_055562.2	NM_014747	CCDS30687.1	RIMS3
4802	NFYC	NP_055038.2	NM_014223	CCDS455.1	NFYC
9132	KCNQ4	NP_004691.2	NM_004700	CCDS456.1	KCNQ4
163732	CITED4	NP_597724.1	NM_133467	CCDS458.1	CITED4
1503	CTPS1	NP_001896.2	NM_001905	CCDS459.1	CTPS1
1503	CTPS1	XP_005270593.1	PRJNA168;XM_005270536	-	CTPS1
200172	SLFNL1	NP_659427.3	NM_144990	CCDS460.1	SLFNL1
200172	SLFNL1	NP_001161719.1	NM_001168247	CCDS460.1	SLFNL1
200172	SLFNL1	XP_005270653.1	PRJNA168;XM_005270596	-	SLFNL1
200172	SLFNL1	XP_005270654.1	PRJNA168;XM_005270597	-	SLFNL1
200172	SLFNL1	XP_005270655.1	PRJNA168;XM_005270598	-	SLFNL1
200172	SLFNL1	XP_005270656.1	PRJNA168;XM_005270599	-	SLFNL1
1907	EDN2	NP_001947.1	NM_001956	CCDS462.1	EDN2
2981	GUCA2B	NP_009033.1	NM_007102	CCDS464.1	GUCA2B
2980	GUCA2A	NP_291031.2	NM_033553	CCDS465.1	GUCA2A
22887	FOXJ3	NP_055762.3	NM_014947	CCDS30689.1	FOXJ3
22887	FOXJ3	NP_001185779.1	NM_001198850	CCDS30689.1	FOXJ3
22887	FOXJ3	NP_001185780.1	NM_001198851	CCDS30689.1	FOXJ3
284716	RIMKLA	NP_775913.2	NM_173642	CCDS466.2	RIMKLA
84217	ZMYND12	NP_115633.3	NM_032257	CCDS467.1	ZMYND12
79717	PPCS	NP_078940.2	NM_024664	CCDS41311.1	PPCS
10465	PPIH	NP_006338.1	NM_006347	CCDS469.1	PPIH
10465	PPIH	XP_005270419.1	PRJNA168;XM_005270362	-	PPIH
10465	PPIH	XP_005270420.1	PRJNA168;XM_005270363	-	PPIH
10465	PPIH	XP_005270421.1	PRJNA168;XM_005270364	-	PPIH
10465	PPIH	XP_005270422.1	PRJNA168;XM_005270365	-	PPIH
4904	YBX1	NP_004550.2	NM_004559	CCDS470.1	YBX1
149461	CLDN19	NP_683763.2	NM_148960	CCDS471.1	CLDN19
64175	LEPRE1	NP_071751.3	NM_022356	CCDS472.2	P3H1
79078	C1orf50	NP_077002.2	NM_024097	CCDS473.1	C1orf50
374969	CCDC23	NP_955374.1	NM_199342	CCDS474.1	SVBP
114625	ERMAP	NP_061008.2	NM_018538	CCDS475.1	ERMAP
114625	ERMAP	NP_001017922.1	NM_001017922	CCDS475.1	ERMAP
114625	ERMAP	XP_005270473.1	PRJNA168;XM_005270416	-	ERMAP
6513	SLC2A1	NP_006507.2	NM_006516	CCDS477.1	SLC2A1
440585	FAM183A	NP_001094846.2	NM_001101376	CCDS44126.1	FAM183A
10969	EBNA1BP2	NP_006815.2	NM_006824	CCDS478.1	EBNA1BP2
149465	WDR65	XP_005270577.1	PRJNA168;XM_005270520	-	CFAP57
128218	TMEM125	NP_653227.1	NM_144626	CCDS480.1	TMEM125
128218	TMEM125	XP_005270523.1	PRJNA168;XM_005270466	-	TMEM125
128218	TMEM125	XP_005270524.1	PRJNA168;XM_005270467	-	TMEM125
128218	TMEM125	XP_005270525.1	PRJNA168;XM_005270468	-	TMEM125
149466	C1orf210	NP_872323.1	NM_182517	CCDS481.1	C1orf210
149466	C1orf210	NP_001158301.1	NM_001164829	CCDS481.1	C1orf210
149466	C1orf210	XP_005270579.1	PRJNA168;XM_005270522	-	C1orf210
149466	C1orf210	XP_005270580.1	PRJNA168;XM_005270523	-	C1orf210
7075	TIE1	NP_005415.1	NM_005424	CCDS482.1	TIE1
4352	MPL	NP_005364.1	NM_005373	CCDS483.1	MPL
991	CDC20	NP_001246.2	NM_001255	CCDS484.1	CDC20
64834	ELOVL1	NP_073732.1	NM_022821	CCDS485.1	ELOVL1
64834	ELOVL1	NP_001243328.1	NM_001256399	CCDS485.1	ELOVL1
112950	MED8	NP_963836.2	NM_201542	CCDS487.2	MED8
81888	HYI	NP_001177809.1	NM_001190880	CCDS53309.1	HYI
9682	KDM4A	NP_055478.2	NM_014663	CCDS491.1	KDM4A
9682	KDM4A	XP_005271411.1	PRJNA168;XM_005271354	-	KDM4A
9682	KDM4A	XP_005271412.1	PRJNA168;XM_005271355	-	KDM4A
6487	ST3GAL3	NP_006270.1	NM_006279	CCDS492.1	ST3GAL3
9048	ARTN	NP_476432.2	NM_057091	CCDS501.1	ARTN
9670	IPO13	NP_055467.3	NM_014652	CCDS503.1	IPO13
1802	DPH2	NP_001375.2	NM_001384	CCDS504.1	DPH2
533	ATP6V0B	NP_004038.1	NM_004047	CCDS505.1	ATP6V0B
8704	B4GALT2	NP_003771.1	NM_003780	CCDS506.1	B4GALT2
8704	B4GALT2	NP_001005417.1	NM_001005417	CCDS506.1	B4GALT2
8704	B4GALT2	XP_005271361.1	PRJNA168;XM_005271304	-	B4GALT2
149473	CCDC24	NP_689712.1	NM_152499	CCDS507.1	CCDC24
6536	SLC6A9	NP_001020016.1	NM_001024845	CCDS30695.1	SLC6A9
128209	KLF17	NP_775755.3	NM_173484	CCDS508.1	KLF17
55929	DMAP1	NP_061973.1	NM_019100	CCDS509.1	DMAP1
55929	DMAP1	NP_001029195.1	NM_001034023	CCDS509.1	DMAP1
55929	DMAP1	NP_001029196.1	NM_001034024	CCDS509.1	DMAP1
79033	ERI3	NP_076971.1	NM_024066	CCDS30696.1	ERI3
55182	RNF220	NP_060620.2	NM_018150	CCDS510.1	RNF220
55182	RNF220	XP_005271051.1	PRJNA168;XM_005270994	-	RNF220
79639	TMEM53	NP_078863.2	NM_024587	CCDS511.1	TMEM53
339541	C1orf228	NP_001139108.1	NM_001145636	CCDS53311.1	ARMH1
339541	C1orf228	XP_005270861.1	PRJNA168;XM_005270804	-	ARMH1
6202	RPS8	NP_001003.1	NM_001012	CCDS513.1	RPS8
266675	BEST4	NP_695006.1	NM_153274	CCDS514.1	BEST4
266675	BEST4	XP_005270805.1	PRJNA168;XM_005270748	-	BEST4
1263	PLK3	NP_004064.2	NM_004073	CCDS515.1	PLK3
343521	TCTEX1D4	NP_001013654.1	NM_001013632	CCDS30699.1	DYNLT4
343521	TCTEX1D4	XP_005270876.1	PRJNA168;XM_005270819	-	DYNLT4
343521	TCTEX1D4	XP_005270877.1	PRJNA168;XM_005270820	-	DYNLT4
343521	TCTEX1D4	XP_005270878.1	PRJNA168;XM_005270821	-	DYNLT4
149478	BTBD19	NP_001130009.1	NM_001136537	-	BTBD19
8643	PTCH2	NP_003729.3	NM_003738	CCDS516.1	PTCH2
8891	EIF2B3	NP_065098.1	NM_020365	CCDS517.1	EIF2B3
79654	HECTD3	NP_078878.3	NM_024602	CCDS41318.1	HECTD3
7389	UROD	NP_000365.3	NM_000374	CCDS518.1	UROD
57643	ZSWIM5	NP_065934.1	NM_020883	CCDS41319.1	ZSWIM5
84842	HPDL	NP_116145.1	NM_032756	CCDS519.1	HPDL
4595	MUTYH	NP_001041638.1	NM_001048173	CCDS41322.1	MUTYH
